sample_set,batch,replicate,sample_id,container_type,hplc_present,matching_measurements,hplc_status,plate_metadata_present,metadata_experiment,metadata_plate,metadata_well,metadata_media,legend_treatment_label,metadata_strain,metadata_date,metadata_comment,metadata_culture_duration_hours,metadata_od750,metadata_support,metadata_data_type,hplc_sample_code,hplc_sample_legend_present,hplc_sample_date,hplc_total_volume_centrifuged_ml_per_falcon,hplc_number_of_falcons,hplc_legend_note_1,hplc_legend_note_2,hplc_quantitative_reference_present,hplc_quantitative_reference_status,group_code,r735_mean,r735_max,r735_sum,r905_mean,r905_max,r905_sum,r1156_mean,r1156_max,r1156_sum,r1408_mean,r1408_max,r1408_sum,r1523_mean,r1523_max,r1523_sum,r1878_mean,r1878_max,r1878_sum,target_source,rhamnose_gL,xylose_gL,glucose_gL,parafac_selected_rank,parafac_score_c1,parafac_score_c2,parafac_score_c3,parafac_score_c4,parafac_score_c5,parafac_score_c6
Pavlovagyrans,1,10,F5,Plate,False,EEM+Raman,reference workbook missing from local extraction,True,1,10,F5,F2-N7,N7,Pavlova gyrans,2026-02-25T00:00:00Z,EEM trial,48,0.14410000000000001,96plate,raw,N7,True,31.03.2026,450,1,,,False,No quantitative HPLC reference table found in current folder,EG,0.799331,6.408524,57.551822,23.235528,34.894350,1672.958040,33.451963,90.576600,2441.993313,-3.861732,4.447311,-301.215067,47.694692,134.905700,3434.017814,2.156095,7.165283,168.175430,non_numeric_treatment,,,,6,0.10643477,0.057434024,0.17250658,0.36539396,0.26666162,0.19781911
Pavlovagyrans,1,10,F6,Plate,False,EEM+Raman,reference workbook missing from local extraction,True,1,10,F6,F2-S2,S2,Pavlova gyrans,2026-02-25T00:00:00Z,EEM trial,48,0.1195,96plate,raw,S2,True,01.04.2026,450,1,,,False,No quantitative HPLC reference table found in current folder,EG,0.424805,6.527267,30.585952,22.583131,31.439540,1625.985460,23.280751,73.842760,1699.494840,-4.992137,2.470642,-389.386718,36.684788,102.713200,2641.304726,1.167502,6.259460,91.065183,non_numeric_treatment,,,,6,0.10885666,0.072933322,0.17296575,0.35588199,0.25756178,0.21145183
Pavlovagyrans,1,10,F7,Plate,False,EEM+Raman,reference workbook missing from local extraction,True,1,10,F7,F2-S4,S4,Pavlova gyrans,2026-02-25T00:00:00Z,EEM trial,48,0.1386,96plate,raw,S4,True,01.04.2026,450,1,,,False,No quantitative HPLC reference table found in current folder,EG,0.291260,5.660950,20.970735,22.410523,29.432540,1613.557670,29.618334,83.445420,2162.138362,-2.777881,3.419586,-216.674746,43.027305,117.297000,3097.965974,1.834070,6.544708,143.057423,non_numeric_treatment,,,,6,0.11046362,0.055824615,0.1740066,0.37760053,0.25797433,0.22318029
Pavlovagyrans,1,10,F8,Plate,False,EEM+Raman,reference workbook missing from local extraction,True,1,10,F8,F2-S6,S6,Pavlova gyrans,2026-02-25T00:00:00Z,EEM trial,48,0.12559999999999999,96plate,raw,S6,True,01.04.2026,450,1,,,False,No quantitative HPLC reference table found in current folder,EG,1.707908,7.194992,122.969345,22.774275,29.396420,1639.747770,22.760793,66.681700,1661.537895,-3.976297,3.985245,-310.151154,34.864997,96.079330,2510.279774,2.375378,6.536972,185.279466,non_numeric_treatment,,,,6,0.109556,0.07026414,0.18538815,0.37891548,0.26767146,0.22389859
Pavlovagyrans,1,10,F9,Plate,False,EEM+Raman,reference workbook missing from local extraction,True,1,10,F9,F2-B1,B1,Pavlova gyrans,2026-02-25T00:00:00Z,EEM trial,48,0.13980000000000001,96plate,raw,B1,True,01.04.2026,450,1,,,False,No quantitative HPLC reference table found in current folder,EG,1.252841,6.397675,90.204588,24.496197,36.802220,1763.726190,40.380671,100.740800,2947.788980,0.906094,10.548550,70.675321,55.216523,149.640200,3975.589689,-0.759932,3.508667,-59.274691,non_numeric_treatment,,,,6,0.10583972,0.075341058,0.16885669,0.35837947,0.27516941,0.2006211
Pavlovagyrans,1,10,G10,Plate,False,EEM+Raman,reference workbook missing from local extraction,True,1,10,G10,F2-B3,B3,Pavlova gyrans,2026-02-25T00:00:00Z,EEM trial,48,0.12939999999999999,96plate,raw,B3,True,01.04.2026,450,1,,,False,No quantitative HPLC reference table found in current folder,EG,-0.705627,3.699905,-50.805142,20.103497,28.093870,1447.451779,31.148071,83.504090,2273.809153,-3.183905,2.662628,-248.344617,44.774226,129.228700,3223.744282,0.589381,5.244064,45.971740,non_numeric_treatment,,,,6,0.10084723,0.079218108,0.16494774,0.33864137,0.26180079,0.19087933
Pavlovagyrans,1,10,G11,Plate,False,EEM+Raman,reference workbook missing from local extraction,True,1,10,G11,F2-STD,STD,Pavlova gyrans,2026-02-25T00:00:00Z,EEM trial,48,0.14860000000000001,96plate,raw,STD,False,,,,,,False,No quantitative HPLC reference table found in current folder,EG,0.959219,5.370728,69.063800,20.789954,28.409260,1496.876710,20.479519,61.164960,1495.004870,-5.106187,0.143066,-398.282570,32.673605,94.664520,2352.499590,1.819045,5.758438,141.885514,non_numeric_treatment,,,,6,0.10639757,0.062846387,0.18112304,0.37185748,0.288126,0.21152447
Pavlovagyrans,1,10,G2,Plate,False,EEM+Raman,reference workbook missing from local extraction,True,1,10,G2,F2-N1,N1,Pavlova gyrans,2026-02-25T00:00:00Z,EEM trial,48,0.1666,96plate,raw,N1,True,31.03.2026,450,1,,,False,No quantitative HPLC reference table found in current folder,EG,0.651996,8.253723,46.943709,21.508759,27.854080,1548.630640,31.528484,88.781520,2301.579361,-2.587250,2.684555,-201.805481,44.899454,123.006900,3232.760697,1.298516,4.710953,101.284240,non_numeric_treatment,,,,6,0.10364105,0.097442209,0.16170219,0.32161083,0.24959624,0.20688017
Pavlovagyrans,1,10,G3,Plate,False,EEM+Raman,reference workbook missing from local extraction,True,1,10,G3,F2-N3,N3,Pavlova gyrans,2026-02-25T00:00:00Z,EEM trial,48,0.15240000000000001,96plate,raw,N3,True,31.03.2026,450,1,,,False,No quantitative HPLC reference table found in current folder,EG,15.921918,20.876560,1146.378079,33.793197,41.549450,2433.110200,40.318559,90.278750,2943.254787,3.331981,8.856064,259.894504,49.054417,127.564200,3531.918057,0.531207,4.498962,41.434111,non_numeric_treatment,,,,6,0.10403229,0.0846925,0.17090003,0.33347551,0.26443176,0.19822998
Pavlovagyrans,1,10,G4,Plate,False,EEM+Raman,reference workbook missing from local extraction,True,1,10,G4,F2-N5,N5,Pavlova gyrans,2026-02-25T00:00:00Z,EEM trial,48,0.1525,96plate,raw,N5,True,31.03.2026,450,1,,,False,No quantitative HPLC reference table found in current folder,EG,0.823000,8.036499,59.256000,21.108519,29.161500,1519.813380,24.294521,67.645720,1773.500041,-3.592754,3.071884,-280.234832,36.576516,101.022200,2633.509133,3.173758,8.912231,247.553101,non_numeric_treatment,,,,6,0.1033596,0.029445443,0.16307308,0.39381507,0.27444555,0.19746387
Pavlovagyrans,1,10,G5,Plate,False,EEM+Raman,reference workbook missing from local extraction,True,1,10,G5,F2-N7,N7,Pavlova gyrans,2026-02-25T00:00:00Z,EEM trial,48,0.13819999999999999,96plate,raw,N7,True,31.03.2026,450,1,,,False,No quantitative HPLC reference table found in current folder,EG,1.183997,8.219284,85.247786,20.603951,28.317280,1483.484500,30.124092,80.925050,2199.058734,-3.780621,1.892975,-294.888444,45.207345,129.177400,3254.928864,0.785298,6.379318,61.253253,non_numeric_treatment,,,,6,0.1052999,0.050418649,0.15516362,0.37229973,0.26630876,0.18524277
Pavlovagyrans,1,10,G6,Plate,False,EEM+Raman,reference workbook missing from local extraction,True,1,10,G6,F2-S2,S2,Pavlova gyrans,2026-02-25T00:00:00Z,EEM trial,48,0.13589999999999999,96plate,raw,S2,True,01.04.2026,450,1,,,False,No quantitative HPLC reference table found in current folder,EG,-0.099815,7.453171,-7.186673,21.386152,28.966200,1539.802970,26.813860,80.092680,1957.411804,-2.867132,4.804214,-223.636289,39.220682,108.425900,2823.889078,0.742729,5.513062,57.932879,non_numeric_treatment,,,,6,0.10890388,0.052401027,0.16146285,0.3798799,0.25424797,0.21274764
Pavlovagyrans,1,10,G7,Plate,False,EEM+Raman,reference workbook missing from local extraction,True,1,10,G7,F2-S4,S4,Pavlova gyrans,2026-02-25T00:00:00Z,EEM trial,48,0.1234,96plate,raw,S4,True,01.04.2026,450,1,,,False,No quantitative HPLC reference table found in current folder,EG,0.885344,8.021912,63.744779,20.397461,28.051710,1468.617190,20.746342,61.956480,1514.482954,-3.890753,3.566879,-303.478702,33.925901,93.814220,2442.664870,2.464024,7.634445,192.193849,non_numeric_treatment,,,,6,0.10625198,0.052783612,0.16707053,0.37804329,0.2565883,0.20365596
Pavlovagyrans,1,10,G8,Plate,False,EEM+Raman,reference workbook missing from local extraction,True,1,10,G8,F2-S6,S6,Pavlova gyrans,2026-02-25T00:00:00Z,EEM trial,48,0.1353,96plate,raw,S6,True,01.04.2026,450,1,,,False,No quantitative HPLC reference table found in current folder,EG,0.630341,4.711838,45.384583,20.573450,26.472960,1481.288419,21.446977,64.463240,1565.629307,-3.971014,4.199966,-309.739106,32.662130,89.058140,2351.673392,2.415478,7.941315,188.407286,non_numeric_treatment,,,,6,0.10339127,0.085889687,0.16631389,0.35735441,0.25096108,0.21139985
Pavlovagyrans,1,10,G9,Plate,False,EEM+Raman,reference workbook missing from local extraction,True,1,10,G9,F2-B1,B1,Pavlova gyrans,2026-02-25T00:00:00Z,EEM trial,48,0.1371,96plate,raw,B1,True,01.04.2026,450,1,,,False,No quantitative HPLC reference table found in current folder,EG,-0.889776,6.633087,-64.063874,20.410941,29.233520,1469.587730,49.261838,133.814500,3596.114205,-2.214004,6.890045,-172.692350,69.559007,189.260700,5008.248536,-0.261024,5.868347,-20.359891,non_numeric_treatment,,,,6,0.10862722,0.10170919,0.18082513,0.34287351,0.29387537,0.20890001
Pavlovagyrans,1,11,B10,Plate,False,EEM+Raman,reference workbook missing from local extraction,True,1,11,B10,F2-B2,B2,Pavlova gyrans,2026-02-26T00:00:00Z,EEM trial,48,0.1326,96plate,raw,B2,True,01.04.2026,450,1,,,False,No quantitative HPLC reference table found in current folder,EG,0.960826,8.889557,69.179475,27.976874,35.704300,2014.334940,52.409845,128.789500,3825.918650,0.383499,8.797256,29.912934,71.764706,194.713400,5167.058809,0.560546,4.971466,43.722581,non_numeric_treatment,,,,6,0.10720163,0.082827944,0.18588232,0.37305611,0.30154227,0.1981572
Pavlovagyrans,1,11,B11,Plate,False,EEM+Raman,reference workbook missing from local extraction,True,1,11,B11,F2-B4,B4,Pavlova gyrans,2026-02-26T00:00:00Z,EEM trial,48,0.1532,96plate,raw,B4,True,01.04.2026,450,1,,,False,No quantitative HPLC reference table found in current folder,EG,-0.733066,7.069153,-52.780762,25.606558,34.098180,1843.672180,54.581941,136.323900,3984.481670,-1.625830,8.883148,-126.814760,75.417796,205.254700,5430.081330,1.007606,5.977081,78.593262,non_numeric_treatment,,,,6,0.099381604,0.066616723,0.17048287,0.37219652,0.28800168,0.1959681
Pavlovagyrans,1,11,B2,Plate,False,EEM+Raman,reference workbook missing from local extraction,True,1,11,B2,F2-N0,N0,Pavlova gyrans,2026-02-26T00:00:00Z,EEM trial,48,0.13639999999999999,96plate,raw,N0,True,31.03.2026,450,1,,,False,No quantitative HPLC reference table found in current folder,EG,0.417238,4.553879,30.041123,26.415525,34.787630,1901.917820,36.891588,100.024000,2693.085904,-1.190260,6.849548,-92.840304,51.795251,135.755300,3729.258056,2.360979,6.663086,184.156356,non_numeric_treatment,,,,6,0.10354144,0.067880239,0.17548719,0.34710188,0.2728564,0.20980793
Pavlovagyrans,1,11,B3,Plate,False,EEM+Raman,reference workbook missing from local extraction,True,1,11,B3,F2-N2,N2,Pavlova gyrans,2026-02-26T00:00:00Z,EEM trial,48,0.14649999999999999,96plate,raw,N2,True,31.03.2026,450,1,,,False,No quantitative HPLC reference table found in current folder,EG,-0.365793,4.839691,-26.337129,24.515791,35.625210,1765.136940,47.175787,122.907000,3443.832454,-1.069761,6.472412,-83.441384,66.737271,178.527200,4805.083522,1.427190,7.358032,111.320829,non_numeric_treatment,,,,6,0.10393094,0.069278185,0.17707413,0.33293009,0.27806162,0.20019571
Pavlovagyrans,1,11,B4,Plate,False,EEM+Raman,reference workbook missing from local extraction,True,1,11,B4,F2-N4,N4,Pavlova gyrans,2026-02-26T00:00:00Z,EEM trial,48,0.14249999999999999,96plate,raw,N4,True,31.03.2026,450,1,,,False,No quantitative HPLC reference table found in current folder,EG,1.699063,11.375580,122.332555,32.981746,43.650020,2374.685680,86.597186,203.142200,6321.594560,9.700963,16.921940,756.675136,109.570601,289.656300,7889.083290,0.250871,6.065643,19.567932,non_numeric_treatment,,,,6,0.10093212,0.077858864,0.17091733,0.31376486,0.26811403,0.19034327
Pavlovagyrans,1,11,B5,Plate,False,EEM+Raman,reference workbook missing from local extraction,True,1,11,B5,F2-N6,N6,Pavlova gyrans,2026-02-26T00:00:00Z,EEM trial,48,0.13930000000000001,96plate,raw,N6,True,31.03.2026,450,1,,,False,No quantitative HPLC reference table found in current folder,EG,-0.316770,4.624756,-22.807433,24.777003,33.292680,1783.944210,38.631990,102.823000,2820.135239,-3.772744,2.627716,-294.274030,56.043420,157.392100,4035.126241,1.987094,5.197571,154.993320,non_numeric_treatment,,,,6,0.096088126,0.035560011,0.16233056,0.36230982,0.26424552,0.18417474
Pavlovagyrans,1,11,B6,Plate,False,EEM+Raman,reference workbook missing from local extraction,True,1,11,B6,F2-S1,S1,Pavlova gyrans,2026-02-26T00:00:00Z,EEM trial,48,0.1275,96plate,raw,S1,True,01.04.2026,450,1,,,False,No quantitative HPLC reference table found in current folder,EG,1.255854,11.642560,90.421491,28.033461,39.119480,2018.409210,45.835573,122.861300,3345.996824,1.061573,8.805237,82.802721,61.847520,158.123000,4453.021470,3.425255,10.343800,267.169894,non_numeric_treatment,,,,6,0.10563439,0.094276744,0.17986328,0.33549072,0.26999659,0.21243173
Pavlovagyrans,1,11,B7,Plate,False,EEM+Raman,reference workbook missing from local extraction,True,1,11,B7,F2-S3,S3,Pavlova gyrans,2026-02-26T00:00:00Z,EEM trial,48,0.1328,96plate,raw,S3,True,01.04.2026,450,1,,,False,No quantitative HPLC reference table found in current folder,EG,-0.643010,6.818039,-46.296720,24.465426,32.819730,1761.510650,39.629966,112.654100,2892.987506,-2.742408,6.714767,-213.907838,55.640815,146.080600,4006.138653,0.431055,4.453110,33.622316,non_numeric_treatment,,,,6,0.11434,0.10814417,0.19723716,0.33441374,0.28416417,0.22018906
Pavlovagyrans,1,11,B8,Plate,False,EEM+Raman,reference workbook missing from local extraction,True,1,11,B8,F2-S5,S5,Pavlova gyrans,2026-02-26T00:00:00Z,EEM trial,48,0.1249,96plate,raw,S5,True,01.04.2026,450,1,,,False,No quantitative HPLC reference table found in current folder,EG,0.495347,5.768814,35.665009,29.641969,40.380970,2134.221750,56.958005,149.629400,4157.934400,1.740428,11.010310,135.753383,75.623403,193.458300,5444.884990,0.930309,7.455444,72.564090,non_numeric_treatment,,,,6,0.11892405,0.10860913,0.21027455,0.35252015,0.30158464,0.2183898
Pavlovagyrans,1,11,B9,Plate,False,EEM+Raman,reference workbook missing from local extraction,True,1,11,B9,F2-S7,S7,Pavlova gyrans,2026-02-26T00:00:00Z,EEM trial,48,0.1331,96plate,raw,S7,True,01.04.2026,450,1,,,False,No quantitative HPLC reference table found in current folder,EG,0.872321,5.737808,62.807144,22.886071,31.026470,1647.797100,22.105346,67.704480,1613.690275,-6.866753,-0.848160,-535.606710,35.334578,98.650310,2544.089618,2.357740,6.596191,183.903698,non_numeric_treatment,,,,6,0.10514094,0.069982816,0.18268007,0.37938106,0.2823885,0.22153891
Pavlovagyrans,1,11,C10,Plate,False,EEM+Raman,reference workbook missing from local extraction,True,1,11,C10,F2-B2,B2,Pavlova gyrans,2026-02-26T00:00:00Z,EEM trial,48,0.13639999999999999,96plate,raw,B2,True,01.04.2026,450,1,,,False,No quantitative HPLC reference table found in current folder,EG,-0.715007,4.244110,-51.480502,24.240640,33.499360,1745.326070,42.578215,116.290900,3108.209724,-1.429002,7.446335,-111.462189,61.940077,170.401400,4459.685549,3.685717,10.300370,287.485918,non_numeric_treatment,,,,6,0.096628324,0.056860697,0.1622047,0.36428881,0.27685623,0.19883942
Pavlovagyrans,1,11,C11,Plate,False,EEM+Raman,reference workbook missing from local extraction,True,1,11,C11,F2-B4,B4,Pavlova gyrans,2026-02-26T00:00:00Z,EEM trial,48,0.14960000000000001,96plate,raw,B4,True,01.04.2026,450,1,,,False,No quantitative HPLC reference table found in current folder,EG,0.840672,6.660278,60.528367,26.469829,34.852330,1905.827720,39.957838,105.795700,2916.922144,-2.071554,4.381668,-161.581236,57.385327,154.439500,4131.743520,5.247171,11.005720,409.279368,non_numeric_treatment,,,,6,0.099723902,0.21410576,0.17234602,0.21579638,0.26971296,0.175647
Pavlovagyrans,1,11,C2,Plate,False,EEM+Raman,reference workbook missing from local extraction,True,1,11,C2,F2-N0,N0,Pavlova gyrans,2026-02-26T00:00:00Z,EEM trial,48,0.1366,96plate,raw,N0,True,31.03.2026,450,1,,,False,No quantitative HPLC reference table found in current folder,EG,1.802379,7.623505,129.771301,27.141746,40.592470,1954.205710,38.929087,103.763400,2841.823341,0.031545,9.139481,2.460539,52.017683,133.965500,3745.273174,2.386872,8.165115,186.176006,non_numeric_treatment,,,,6,0.1002898,0.038860644,0.17216846,0.37375966,0.26643942,0.21840502
Pavlovagyrans,1,11,C3,Plate,False,EEM+Raman,reference workbook missing from local extraction,True,1,11,C3,F2-N2,N2,Pavlova gyrans,2026-02-26T00:00:00Z,EEM trial,48,0.15290000000000001,96plate,raw,N2,True,31.03.2026,450,1,,,False,No quantitative HPLC reference table found in current folder,EG,1.312856,8.258545,94.525649,23.546913,32.874280,1695.377750,25.210894,74.381900,1840.395271,-4.523810,3.206161,-352.857197,39.472256,110.569000,2842.002450,1.796351,5.781570,140.115370,non_numeric_treatment,,,,6,0.11443415,0.11386462,0.19758806,0.30539286,0.28267167,0.19328177
Pavlovagyrans,1,11,C4,Plate,False,EEM+Raman,reference workbook missing from local extraction,True,1,11,C4,F2-N4,N4,Pavlova gyrans,2026-02-26T00:00:00Z,EEM trial,48,0.1447,96plate,raw,N4,True,31.03.2026,450,1,,,False,No quantitative HPLC reference table found in current folder,EG,-0.386637,4.059448,-27.837830,24.808246,32.463750,1786.193690,33.430480,88.069550,2440.425054,-3.562736,5.775253,-277.893440,48.841584,133.323800,3516.594030,1.316383,5.693115,102.677884,non_numeric_treatment,,,,6,0.10135143,0.020202756,0.16449048,0.36678448,0.26157537,0.19405247
Pavlovagyrans,1,11,C5,Plate,False,EEM+Raman,reference workbook missing from local extraction,True,1,11,C5,F2-N6,N6,Pavlova gyrans,2026-02-26T00:00:00Z,EEM trial,48,0.14499999999999999,96plate,raw,N6,True,31.03.2026,450,1,,,False,No quantitative HPLC reference table found in current folder,EG,-0.532835,5.414368,-38.364106,25.538536,36.098570,1838.774570,41.333288,115.116500,3017.329989,-3.504145,5.266998,-273.323303,60.197272,168.416700,4334.203589,2.459779,7.230682,191.862731,non_numeric_treatment,,,,6,0.10588937,0.13244107,0.17519165,0.25946483,0.25724393,0.16441518
Pavlovagyrans,1,11,C6,Plate,False,EEM+Raman,reference workbook missing from local extraction,True,1,11,C6,F2-S1,S1,Pavlova gyrans,2026-02-26T00:00:00Z,EEM trial,48,0.13320000000000001,96plate,raw,S1,True,01.04.2026,450,1,,,False,No quantitative HPLC reference table found in current folder,EG,-0.505279,6.766205,-36.380098,24.860648,33.498470,1789.966630,29.629499,86.025360,2162.953424,-4.190471,3.088852,-326.856736,45.778463,123.474900,3296.049358,2.344692,7.332230,182.885940,non_numeric_treatment,,,,6,0.10410047,0.073681594,0.17786661,0.33597576,0.26357654,0.20667861
Pavlovagyrans,1,11,C7,Plate,False,EEM+Raman,reference workbook missing from local extraction,True,1,11,C7,F2-S3,S3,Pavlova gyrans,2026-02-26T00:00:00Z,EEM trial,48,0.13350000000000001,96plate,raw,S3,True,01.04.2026,450,1,,,False,No quantitative HPLC reference table found in current folder,EG,1.626975,6.921555,117.142231,27.196850,36.490910,1958.173180,39.587405,105.437400,2889.880569,-0.129164,7.827347,-10.074798,56.390107,146.894500,4060.087696,5.699175,10.345060,444.535612,non_numeric_treatment,,,,6,0.10219277,0.07083089,0.17601425,0.33895576,0.26203973,0.21380469
Pavlovagyrans,1,11,C8,Plate,False,EEM+Raman,reference workbook missing from local extraction,True,1,11,C8,F2-S5,S5,Pavlova gyrans,2026-02-26T00:00:00Z,EEM trial,48,0.13639999999999999,96plate,raw,S5,True,01.04.2026,450,1,,,False,No quantitative HPLC reference table found in current folder,EG,0.710858,6.382111,51.181806,28.472065,37.945620,2049.988670,52.003444,136.291000,3796.251415,0.525344,6.591309,40.976853,70.124879,187.584900,5048.991260,0.888158,8.064804,69.276336,non_numeric_treatment,,,,6,0.11468807,0.097638964,0.2004848,0.34280899,0.28511775,0.22195696
Pavlovagyrans,1,11,C9,Plate,False,EEM+Raman,reference workbook missing from local extraction,True,1,11,C9,F2-S7,S7,Pavlova gyrans,2026-02-26T00:00:00Z,EEM trial,48,0.1406,96plate,raw,S7,True,01.04.2026,450,1,,,False,No quantitative HPLC reference table found in current folder,EG,1.218864,7.130768,87.758177,27.804015,36.544190,2001.889110,47.012240,128.517500,3431.893543,-0.714136,6.567719,-55.702575,63.460559,169.063200,4569.160276,1.163069,6.725403,90.719394,non_numeric_treatment,,,,6,0.10277939,0.10174876,0.16839383,0.3323809,0.26498287,0.20585532
Pavlovagyrans,1,11,D10,Plate,False,EEM+Raman,reference workbook missing from local extraction,True,1,11,D10,F2-B2,B2,Pavlova gyrans,2026-02-26T00:00:00Z,EEM trial,48,0.1426,96plate,raw,B2,True,01.04.2026,450,1,,,False,No quantitative HPLC reference table found in current folder,EG,-0.959146,5.011536,-69.058497,27.021941,37.807710,1945.579730,57.836936,147.497100,4222.096300,0.778166,11.665310,60.696955,78.055604,205.742800,5620.003504,0.985204,10.648900,76.845948,non_numeric_treatment,,,,6,0.099067923,0.074291792,0.16941396,0.34235711,0.27027875,0.19392549
Pavlovagyrans,1,11,D11,Plate,False,EEM+Raman,reference workbook missing from local extraction,True,1,11,D11,F2-B4,B4,Pavlova gyrans,2026-02-26T00:00:00Z,EEM trial,48,0.1545,96plate,raw,B4,True,01.04.2026,450,1,,,False,No quantitative HPLC reference table found in current folder,EG,-0.078962,5.100189,-5.685273,28.088364,37.262180,2022.362200,64.323033,152.650800,4695.581440,2.370072,12.720430,184.865598,85.878640,230.423500,6183.262100,1.518968,6.605026,118.479540,non_numeric_treatment,,,,6,0.09820553,0.062332142,0.16355374,0.34533203,0.2695159,0.19365229
Pavlovagyrans,1,11,D2,Plate,False,EEM only,reference workbook missing from local extraction,True,1,11,D2,F2-N0,N0,Pavlova gyrans,2026-02-26T00:00:00Z,EEM trial,48,0.14299999999999999,96plate,raw,N0,True,31.03.2026,450,1,,,False,No quantitative HPLC reference table found in current folder,EG,,,,,,,,,,,,,,,,,,,non_numeric_treatment,,,,6,0.10056539,0.0053720416,0.16964039,0.39624944,0.26521908,0.22438844
Pavlovagyrans,1,11,D3,Plate,False,EEM only,reference workbook missing from local extraction,True,1,11,D3,F2-N2,N2,Pavlova gyrans,2026-02-26T00:00:00Z,EEM trial,48,0.15820000000000001,96plate,raw,N2,True,31.03.2026,450,1,,,False,No quantitative HPLC reference table found in current folder,EG,,,,,,,,,,,,,,,,,,,non_numeric_treatment,,,,6,0.099875281,0.069717864,0.16143025,0.31838303,0.25206061,0.19075895
Pavlovagyrans,1,11,D4,Plate,False,EEM only,reference workbook missing from local extraction,True,1,11,D4,F2-N4,N4,Pavlova gyrans,2026-02-26T00:00:00Z,EEM trial,48,0.15129999999999999,96plate,raw,N4,True,31.03.2026,450,1,,,False,No quantitative HPLC reference table found in current folder,EG,,,,,,,,,,,,,,,,,,,non_numeric_treatment,,,,6,0.10179283,0.096887761,0.16133125,0.29185582,0.24454012,0.18472937
Pavlovagyrans,1,11,D5,Plate,False,EEM only,reference workbook missing from local extraction,True,1,11,D5,F2-N6,N6,Pavlova gyrans,2026-02-26T00:00:00Z,EEM trial,48,0.14810000000000001,96plate,raw,N6,True,31.03.2026,450,1,,,False,No quantitative HPLC reference table found in current folder,EG,,,,,,,,,,,,,,,,,,,non_numeric_treatment,,,,6,0.10212944,0.076347516,0.16067436,0.31303934,0.24697964,0.17277439
Pavlovagyrans,1,11,D6,Plate,False,EEM only,reference workbook missing from local extraction,True,1,11,D6,F2-S1,S1,Pavlova gyrans,2026-02-26T00:00:00Z,EEM trial,48,0.14799999999999999,96plate,raw,S1,True,01.04.2026,450,1,,,False,No quantitative HPLC reference table found in current folder,EG,,,,,,,,,,,,,,,,,,,non_numeric_treatment,,,,6,0.10184189,0.014478954,0.16840255,0.38167093,0.25780234,0.21809526
Pavlovagyrans,1,11,D7,Plate,False,EEM only,reference workbook missing from local extraction,True,1,11,D7,F2-S3,S3,Pavlova gyrans,2026-02-26T00:00:00Z,EEM trial,48,0.14510000000000001,96plate,raw,S3,True,01.04.2026,450,1,,,False,No quantitative HPLC reference table found in current folder,EG,,,,,,,,,,,,,,,,,,,non_numeric_treatment,,,,6,0.099400052,0.10302071,0.16710074,0.29960838,0.24998459,0.20394369
Pavlovagyrans,1,11,D8,Plate,False,EEM only,reference workbook missing from local extraction,True,1,11,D8,F2-S5,S5,Pavlova gyrans,2026-02-26T00:00:00Z,EEM trial,48,0.14660000000000001,96plate,raw,S5,True,01.04.2026,450,1,,,False,No quantitative HPLC reference table found in current folder,EG,,,,,,,,,,,,,,,,,,,non_numeric_treatment,,,,6,0.096927285,0.10211754,0.15959554,0.30971023,0.24468068,0.21190738
Pavlovagyrans,1,11,D9,Plate,False,EEM only,reference workbook missing from local extraction,True,1,11,D9,F2-S7,S7,Pavlova gyrans,2026-02-26T00:00:00Z,EEM trial,48,0.15060000000000001,96plate,raw,S7,True,01.04.2026,450,1,,,False,No quantitative HPLC reference table found in current folder,EG,,,,,,,,,,,,,,,,,,,non_numeric_treatment,,,,6,0.10462364,0.057910641,0.17972095,0.37529947,0.27315009,0.22490758
Pavlovagyrans,1,11,E10,Plate,False,EEM only,reference workbook missing from local extraction,True,1,11,E10,F2-B3,B3,Pavlova gyrans,2026-02-26T00:00:00Z,EEM trial,48,0.1419,96plate,raw,B3,True,01.04.2026,450,1,,,False,No quantitative HPLC reference table found in current folder,EG,,,,,,,,,,,,,,,,,,,non_numeric_treatment,,,,6,0.098313384,0.068668693,0.158241,0.33239796,0.25671699,0.19076522
Pavlovagyrans,1,11,E11,Plate,False,EEM only,reference workbook missing from local extraction,True,1,11,E11,F2-STD,STD,Pavlova gyrans,2026-02-26T00:00:00Z,EEM trial,48,0.154,96plate,raw,STD,False,,,,,,False,No quantitative HPLC reference table found in current folder,EG,,,,,,,,,,,,,,,,,,,non_numeric_treatment,,,,6,0.095760164,0.097356301,0.15717867,0.31837802,0.25292351,0.1960761
Pavlovagyrans,1,11,E2,Plate,False,EEM only,reference workbook missing from local extraction,True,1,11,E2,F2-N1,N1,Pavlova gyrans,2026-02-26T00:00:00Z,EEM trial,48,0.14979999999999999,96plate,raw,N1,True,31.03.2026,450,1,,,False,No quantitative HPLC reference table found in current folder,EG,,,,,,,,,,,,,,,,,,,non_numeric_treatment,,,,6,0.10006945,0.070209142,0.1701105,0.31920497,0.2562056,0.19062054
