sample_set,batch,replicate,sample_id,container_type,eem_present,raman_present,hplc_present,matching_measurements,eem_file,raman_file,hplc_status,plate_metadata_present,eem_plate_metadata_present,raman_plate_metadata_present,metadata_experiment,metadata_plate,metadata_well,metadata_media,legend_treatment_label,metadata_strain,metadata_date,metadata_comment,metadata_culture_duration_hours,metadata_od750,metadata_support,metadata_data_type,hplc_sample_code,hplc_sample_legend_present,hplc_sample_date,hplc_total_volume_centrifuged_ml_per_falcon,hplc_number_of_falcons,hplc_legend_note_1,hplc_legend_note_2,hplc_quantitative_reference_present,hplc_quantitative_reference_status,group_code,eem_available,raman_available,raman_crop_mean,raman_crop_max,raman_crop_sum,r735_mean,r735_max,r735_sum,r905_mean,r905_max,r905_sum,r1156_mean,r1156_max,r1156_sum,r1408_mean,r1408_max,r1408_sum,r1523_mean,r1523_max,r1523_sum,r1878_mean,r1878_max,r1878_sum,raman_ratio_1523_1156,raman_ratio_905_735,eem_raw_mean,eem_raw_max,eem_clean_mean,eem_clean_max,eem_over_fraction_total,eem_clean_valid_fraction,eem_h1_ex380_em400,eem_h2_ex380_em420,eem_h3_ex400_em420,eem_h4_ex400_em440,eem_h5_ex420_em460,eem_h6_ex440_em480,target_source,rhamnose_gL,xylose_gL,glucose_gL
Pavlovagyrans,1,11,C5,Plate,True,True,False,EEM+Raman,C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\EEM\EEM_EG_Pavlovagyrans_raw_001_011_C5.csv,C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\Raman\Raman_EG_Pavlovagyrans_raw_001_011_C5.CSV,reference workbook missing from local extraction,True,True,True,1,11,C5,F2-N6,N6,Pavlova gyrans,2026-02-26T00:00:00Z,EEM trial,48,0.14499999999999999,96plate,raw,N6,True,31.03.2026,450,1,,,False,No quantitative HPLC reference table found in current folder,EG,True,True,10.474854,168.416700,16298.872294,-0.532835,5.414368,-38.364106,25.538536,36.098570,1838.774570,41.333288,115.116500,3017.329989,-3.504145,5.266998,-273.323303,60.197272,168.416700,4334.203589,2.459779,7.230682,191.862731,1.456387,-47.929556,37858.795455,7140936.000000,6662.804598,177817.000000,0.126984,0.690476,,8349.000000,,1591.000000,623.000000,468.000000,non_numeric_treatment,,,
Pavlovagyrans,1,11,C6,Plate,True,True,False,EEM+Raman,C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\EEM\EEM_EG_Pavlovagyrans_raw_001_011_C6.csv,C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\Raman\Raman_EG_Pavlovagyrans_raw_001_011_C6.CSV,reference workbook missing from local extraction,True,True,True,1,11,C6,F2-S1,S1,Pavlova gyrans,2026-02-26T00:00:00Z,EEM trial,48,0.13320000000000001,96plate,raw,S1,True,01.04.2026,450,1,,,False,No quantitative HPLC reference table found in current folder,EG,True,True,8.489101,123.474900,13209.040823,-0.505279,6.766205,-36.380098,24.860648,33.498470,1789.966630,29.629499,86.025360,2162.953424,-4.190471,3.088852,-326.856736,45.778463,123.474900,3296.049358,2.344692,7.332230,182.885940,1.545030,-49.201808,38901.395455,7315887.000000,6955.442529,186905.000000,0.126984,0.690476,,7970.000000,,1691.000000,668.000000,438.000000,non_numeric_treatment,,,
Pavlovagyrans,1,11,C7,Plate,True,True,False,EEM+Raman,C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\EEM\EEM_EG_Pavlovagyrans_raw_001_011_C7.csv,C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\Raman\Raman_EG_Pavlovagyrans_raw_001_011_C7.CSV,reference workbook missing from local extraction,True,True,True,1,11,C7,F2-S3,S3,Pavlova gyrans,2026-02-26T00:00:00Z,EEM trial,48,0.13350000000000001,96plate,raw,S3,True,01.04.2026,450,1,,,False,No quantitative HPLC reference table found in current folder,EG,True,True,12.533374,146.894500,19501.930245,1.626975,6.921555,117.142231,27.196850,36.490910,1958.173180,39.587405,105.437400,2889.880569,-0.129164,7.827347,-10.074798,56.390107,146.894500,4060.087696,5.699175,10.345060,444.535612,1.424446,16.716202,45343.027273,8728417.000000,6940.017241,187096.000000,0.126984,0.690476,,8149.000000,,1698.000000,588.000000,439.000000,non_numeric_treatment,,,
Pavlovagyrans,1,11,C8,Plate,True,True,False,EEM+Raman,C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\EEM\EEM_EG_Pavlovagyrans_raw_001_011_C8.csv,C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\Raman\Raman_EG_Pavlovagyrans_raw_001_011_C8.CSV,reference workbook missing from local extraction,True,True,True,1,11,C8,F2-S5,S5,Pavlova gyrans,2026-02-26T00:00:00Z,EEM trial,48,0.13639999999999999,96plate,raw,S5,True,01.04.2026,450,1,,,False,No quantitative HPLC reference table found in current folder,EG,True,True,13.436823,187.584900,20907.696031,0.710858,6.382111,51.181806,28.472065,37.945620,2049.988670,52.003444,136.291000,3796.251415,0.525344,6.591309,40.976853,70.124879,187.584900,5048.991260,0.888158,8.064804,69.276336,1.348466,40.053074,6249.689498,201003.000000,7592.402299,201003.000000,0.130952,0.690476,,8869.000000,,1839.000000,652.000000,503.000000,non_numeric_treatment,,,
Pavlovagyrans,1,11,C9,Plate,True,True,False,EEM+Raman,C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\EEM\EEM_EG_Pavlovagyrans_raw_001_011_C9.csv,C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\Raman\Raman_EG_Pavlovagyrans_raw_001_011_C9.CSV,reference workbook missing from local extraction,True,True,True,1,11,C9,F2-S7,S7,Pavlova gyrans,2026-02-26T00:00:00Z,EEM trial,48,0.1406,96plate,raw,S7,True,01.04.2026,450,1,,,False,No quantitative HPLC reference table found in current folder,EG,True,True,12.575680,169.063200,19567.757537,1.218864,7.130768,87.758177,27.804015,36.544190,2001.889110,47.012240,128.517500,3431.893543,-0.714136,6.567719,-55.702575,63.460559,169.063200,4569.160276,1.163069,6.725403,90.719394,1.349873,22.811425,5744.118721,197531.000000,6999.275862,197531.000000,0.130952,0.690476,,7979.000000,,1487.000000,599.000000,458.000000,non_numeric_treatment,,,
Pavlovagyrans,1,11,D10,Plate,True,True,False,EEM+Raman,C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\EEM\EEM_EG_Pavlovagyrans_raw_001_011_D10.csv,C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\Raman\Raman_EG_Pavlovagyrans_raw_001_011_D10.CSV,reference workbook missing from local extraction,True,True,True,1,11,D10,F2-B2,B2,Pavlova gyrans,2026-02-26T00:00:00Z,EEM trial,48,0.1426,96plate,raw,B2,True,01.04.2026,450,1,,,False,No quantitative HPLC reference table found in current folder,EG,True,True,13.475263,205.742800,20967.509512,-0.959146,5.011536,-69.058497,27.021941,37.807710,1945.579730,57.836936,147.497100,4222.096300,0.778166,11.665310,60.696955,78.055604,205.742800,5620.003504,0.985204,10.648900,76.845948,1.349581,-28.172923,5695.242009,190187.000000,6880.275862,190187.000000,0.130952,0.690476,,7654.000000,,1647.000000,646.000000,464.000000,non_numeric_treatment,,,
Pavlovagyrans,1,11,D11,Plate,True,True,False,EEM+Raman,C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\EEM\EEM_EG_Pavlovagyrans_raw_001_011_D11.csv,C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\Raman\Raman_EG_Pavlovagyrans_raw_001_011_D11.CSV,reference workbook missing from local extraction,True,True,True,1,11,D11,F2-B4,B4,Pavlova gyrans,2026-02-26T00:00:00Z,EEM trial,48,0.1545,96plate,raw,B4,True,01.04.2026,450,1,,,False,No quantitative HPLC reference table found in current folder,EG,True,True,14.996163,230.423500,23334.029583,-0.078962,5.100189,-5.685273,28.088364,37.262180,2022.362200,64.323033,152.650800,4695.581440,2.370072,12.720430,184.865598,85.878640,230.423500,6183.262100,1.518968,6.605026,118.479540,1.335115,-355.719462,5602.118721,186375.000000,6753.770115,186375.000000,0.130952,0.690476,,7721.000000,,1657.000000,654.000000,460.000000,non_numeric_treatment,,,
Pavlovagyrans,1,11,D2,Plate,True,False,False,EEM only,C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\EEM\EEM_EG_Pavlovagyrans_raw_001_011_D2.csv,,reference workbook missing from local extraction,True,True,False,1,11,D2,F2-N0,N0,Pavlova gyrans,2026-02-26T00:00:00Z,EEM trial,48,0.14299999999999999,96plate,raw,N0,True,31.03.2026,450,1,,,False,No quantitative HPLC reference table found in current folder,EG,True,False,,,,,,,,,,,,,,,,,,,,,,,,37253.159091,6974378.000000,6833.264368,185415.000000,0.126984,0.690476,,7568.000000,,1637.000000,558.000000,435.000000,non_numeric_treatment,,,
Pavlovagyrans,1,11,D3,Plate,True,False,False,EEM only,C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\EEM\EEM_EG_Pavlovagyrans_raw_001_011_D3.csv,,reference workbook missing from local extraction,True,True,False,1,11,D3,F2-N2,N2,Pavlova gyrans,2026-02-26T00:00:00Z,EEM trial,48,0.15820000000000001,96plate,raw,N2,True,31.03.2026,450,1,,,False,No quantitative HPLC reference table found in current folder,EG,True,False,,,,,,,,,,,,,,,,,,,,,,,,36765.877273,6909587.000000,6594.603448,176705.000000,0.126984,0.690476,,7944.000000,,1615.000000,619.000000,424.000000,non_numeric_treatment,,,
Pavlovagyrans,1,11,D4,Plate,True,False,False,EEM only,C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\EEM\EEM_EG_Pavlovagyrans_raw_001_011_D4.csv,,reference workbook missing from local extraction,True,True,False,1,11,D4,F2-N4,N4,Pavlova gyrans,2026-02-26T00:00:00Z,EEM trial,48,0.15129999999999999,96plate,raw,N4,True,31.03.2026,450,1,,,False,No quantitative HPLC reference table found in current folder,EG,True,False,,,,,,,,,,,,,,,,,,,,,,,,39235.568182,7461359.000000,6532.459770,176694.000000,0.126984,0.690476,,7976.000000,,1459.000000,592.000000,429.000000,non_numeric_treatment,,,
Pavlovagyrans,1,11,D5,Plate,True,False,False,EEM only,C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\EEM\EEM_EG_Pavlovagyrans_raw_001_011_D5.csv,,reference workbook missing from local extraction,True,True,False,1,11,D5,F2-N6,N6,Pavlova gyrans,2026-02-26T00:00:00Z,EEM trial,48,0.14810000000000001,96plate,raw,N6,True,31.03.2026,450,1,,,False,No quantitative HPLC reference table found in current folder,EG,True,False,,,,,,,,,,,,,,,,,,,,,,,,41325.622727,7943121.000000,6407.764368,177650.000000,0.126984,0.690476,,7917.000000,,1499.000000,590.000000,450.000000,non_numeric_treatment,,,
Pavlovagyrans,1,11,D6,Plate,True,False,False,EEM only,C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\EEM\EEM_EG_Pavlovagyrans_raw_001_011_D6.csv,,reference workbook missing from local extraction,True,True,False,1,11,D6,F2-S1,S1,Pavlova gyrans,2026-02-26T00:00:00Z,EEM trial,48,0.14799999999999999,96plate,raw,S1,True,01.04.2026,450,1,,,False,No quantitative HPLC reference table found in current folder,EG,True,False,,,,,,,,,,,,,,,,,,,,,,,,39279.663636,7435051.000000,6748.942529,182430.000000,0.126984,0.690476,,7640.000000,,1446.000000,547.000000,404.000000,non_numeric_treatment,,,
Pavlovagyrans,1,11,D7,Plate,True,False,False,EEM only,C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\EEM\EEM_EG_Pavlovagyrans_raw_001_011_D7.csv,,reference workbook missing from local extraction,True,True,False,1,11,D7,F2-S3,S3,Pavlova gyrans,2026-02-26T00:00:00Z,EEM trial,48,0.14510000000000001,96plate,raw,S3,True,01.04.2026,450,1,,,False,No quantitative HPLC reference table found in current folder,EG,True,False,,,,,,,,,,,,,,,,,,,,,,,,47505.222727,9242543.000000,6718.649425,183299.000000,0.126984,0.690476,,7528.000000,,1558.000000,598.000000,419.000000,non_numeric_treatment,,,
Pavlovagyrans,1,11,D8,Plate,True,False,False,EEM only,C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\EEM\EEM_EG_Pavlovagyrans_raw_001_011_D8.csv,,reference workbook missing from local extraction,True,True,False,1,11,D8,F2-S5,S5,Pavlova gyrans,2026-02-26T00:00:00Z,EEM trial,48,0.14660000000000001,96plate,raw,S5,True,01.04.2026,450,1,,,False,No quantitative HPLC reference table found in current folder,EG,True,False,,,,,,,,,,,,,,,,,,,,,,,,50908.031818,9995529.000000,6679.212644,188180.000000,0.126984,0.690476,,7417.000000,,1541.000000,552.000000,425.000000,non_numeric_treatment,,,
Pavlovagyrans,1,11,D9,Plate,True,False,False,EEM only,C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\EEM\EEM_EG_Pavlovagyrans_raw_001_011_D9.csv,,reference workbook missing from local extraction,True,True,False,1,11,D9,F2-S7,S7,Pavlova gyrans,2026-02-26T00:00:00Z,EEM trial,48,0.15060000000000001,96plate,raw,S7,True,01.04.2026,450,1,,,False,No quantitative HPLC reference table found in current folder,EG,True,False,,,,,,,,,,,,,,,,,,,,,,,,5938.789954,198635.000000,7192.137931,198635.000000,0.130952,0.690476,,8130.000000,,1638.000000,644.000000,461.000000,non_numeric_treatment,,,
Pavlovagyrans,1,11,E10,Plate,True,False,False,EEM only,C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\EEM\EEM_EG_Pavlovagyrans_raw_001_011_E10.csv,,reference workbook missing from local extraction,True,True,False,1,11,E10,F2-B3,B3,Pavlova gyrans,2026-02-26T00:00:00Z,EEM trial,48,0.1419,96plate,raw,B3,True,01.04.2026,450,1,,,False,No quantitative HPLC reference table found in current folder,EG,True,False,,,,,,,,,,,,,,,,,,,,,,,,5431.812785,183259.000000,6592.545977,183259.000000,0.130952,0.690476,,7515.000000,,1585.000000,588.000000,450.000000,non_numeric_treatment,,,
Pavlovagyrans,1,11,E11,Plate,True,False,False,EEM only,C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\EEM\EEM_EG_Pavlovagyrans_raw_001_011_E11.csv,,reference workbook missing from local extraction,True,True,False,1,11,E11,F2-STD,STD,Pavlova gyrans,2026-02-26T00:00:00Z,EEM trial,48,0.154,96plate,raw,STD,False,,,,,,False,No quantitative HPLC reference table found in current folder,EG,True,False,,,,,,,,,,,,,,,,,,,,,,,,5514.004566,189766.000000,6654.741379,189766.000000,0.130952,0.690476,,7645.000000,,1552.000000,555.000000,442.000000,non_numeric_treatment,,,
Pavlovagyrans,1,11,E2,Plate,True,False,False,EEM only,C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\EEM\EEM_EG_Pavlovagyrans_raw_001_011_E2.csv,,reference workbook missing from local extraction,True,True,False,1,11,E2,F2-N1,N1,Pavlova gyrans,2026-02-26T00:00:00Z,EEM trial,48,0.14979999999999999,96plate,raw,N1,True,31.03.2026,450,1,,,False,No quantitative HPLC reference table found in current folder,EG,True,False,,,,,,,,,,,,,,,,,,,,,,,,33443.031818,6169296.000000,6678.040230,177155.000000,0.126984,0.690476,,7694.000000,,1622.000000,545.000000,428.000000,non_numeric_treatment,,,
Pavlovagyrans,1,11,E3,Plate,True,False,False,EEM only,C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\EEM\EEM_EG_Pavlovagyrans_raw_001_011_E3.csv,,reference workbook missing from local extraction,True,True,False,1,11,E3,F2-N3,N3,Pavlova gyrans,2026-02-26T00:00:00Z,EEM trial,48,0.15090000000000001,96plate,raw,N3,True,31.03.2026,450,1,,,False,No quantitative HPLC reference table found in current folder,EG,True,False,,,,,,,,,,,,,,,,,,,,,,,,29374.086364,5319439.000000,6429.201149,168875.000000,0.126984,0.690476,,7572.000000,,1670.000000,571.000000,416.000000,non_numeric_treatment,,,
Pavlovagyrans,1,11,E4,Plate,True,False,False,EEM only,C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\EEM\EEM_EG_Pavlovagyrans_raw_001_011_E4.csv,,reference workbook missing from local extraction,True,True,False,1,11,E4,F2-N5,N5,Pavlova gyrans,2026-02-26T00:00:00Z,EEM trial,48,0.16159999999999999,96plate,raw,N5,True,31.03.2026,450,1,,,False,No quantitative HPLC reference table found in current folder,EG,True,False,,,,,,,,,,,,,,,,,,,,,,,,31607.718182,5832964.000000,6299.402299,168894.000000,0.126984,0.690476,,7483.000000,,1592.000000,562.000000,424.000000,non_numeric_treatment,,,
Pavlovagyrans,1,11,E5,Plate,True,False,False,EEM only,C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\EEM\EEM_EG_Pavlovagyrans_raw_001_011_E5.csv,,reference workbook missing from local extraction,True,True,False,1,11,E5,F2-N7,N7,Pavlova gyrans,2026-02-26T00:00:00Z,EEM trial,48,0.15629999999999999,96plate,raw,N7,True,31.03.2026,450,1,,,False,No quantitative HPLC reference table found in current folder,EG,True,False,,,,,,,,,,,,,,,,,,,,,,,,31866.981818,5902567.000000,6218.706897,168052.000000,0.126984,0.690476,,7586.000000,,1612.000000,635.000000,412.000000,non_numeric_treatment,,,
Pavlovagyrans,1,11,E6,Plate,True,False,False,EEM only,C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\EEM\EEM_EG_Pavlovagyrans_raw_001_011_E6.csv,,reference workbook missing from local extraction,True,True,False,1,11,E6,F2-S2,S2,Pavlova gyrans,2026-02-26T00:00:00Z,EEM trial,48,0.14219999999999999,96plate,raw,S2,True,01.04.2026,450,1,,,False,No quantitative HPLC reference table found in current folder,EG,True,False,,,,,,,,,,,,,,,,,,,,,,,,31474.077273,5759943.000000,6545.695402,175352.000000,0.126984,0.690476,,7419.000000,,1530.000000,539.000000,406.000000,non_numeric_treatment,,,
Pavlovagyrans,1,11,E7,Plate,True,False,False,EEM only,C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\EEM\EEM_EG_Pavlovagyrans_raw_001_011_E7.csv,,reference workbook missing from local extraction,True,True,False,1,11,E7,F2-S4,S4,Pavlova gyrans,2026-02-26T00:00:00Z,EEM trial,48,0.1391,96plate,raw,S4,True,01.04.2026,450,1,,,False,No quantitative HPLC reference table found in current folder,EG,True,False,,,,,,,,,,,,,,,,,,,,,,,,50819.431818,9900847.000000,7116.293103,189467.000000,0.126984,0.690476,,8081.000000,,1536.000000,592.000000,434.000000,non_numeric_treatment,,,
Pavlovagyrans,1,11,E8,Plate,True,False,False,EEM only,C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\EEM\EEM_EG_Pavlovagyrans_raw_001_011_E8.csv,,reference workbook missing from local extraction,True,True,False,1,11,E8,F2-S6,S6,Pavlova gyrans,2026-02-26T00:00:00Z,EEM trial,48,0.1391,96plate,raw,S6,True,01.04.2026,450,1,,,False,No quantitative HPLC reference table found in current folder,EG,True,False,,,,,,,,,,,,,,,,,,,,,,,,6089.799087,196555.000000,7373.379310,196555.000000,0.130952,0.690476,,8370.000000,,1629.000000,642.000000,467.000000,non_numeric_treatment,,,
Pavlovagyrans,1,11,E9,Plate,True,False,False,EEM only,C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\EEM\EEM_EG_Pavlovagyrans_raw_001_011_E9.csv,,reference workbook missing from local extraction,True,True,False,1,11,E9,F2-B1,B1,Pavlova gyrans,2026-02-26T00:00:00Z,EEM trial,48,0.14990000000000001,96plate,raw,B1,True,01.04.2026,450,1,,,False,No quantitative HPLC reference table found in current folder,EG,True,False,,,,,,,,,,,,,,,,,,,,,,,,50975.063636,10034500.000000,6544.752874,182491.000000,0.126984,0.690476,,7392.000000,,1558.000000,556.000000,432.000000,non_numeric_treatment,,,
Pavlovagyrans,1,11,F10,Plate,True,False,False,EEM only,C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\EEM\EEM_EG_Pavlovagyrans_raw_001_011_F10.csv,,reference workbook missing from local extraction,True,True,False,1,11,F10,F2-B3,B3,Pavlova gyrans,2026-02-26T00:00:00Z,EEM trial,48,0.14940000000000001,96plate,raw,B3,True,01.04.2026,450,1,,,False,No quantitative HPLC reference table found in current folder,EG,True,False,,,,,,,,,,,,,,,,,,,,,,,,5418.401826,186217.000000,6526.988506,186217.000000,0.130952,0.690476,,7255.000000,,1408.000000,570.000000,431.000000,non_numeric_treatment,,,
Pavlovagyrans,1,11,F11,Plate,True,False,False,EEM only,C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\EEM\EEM_EG_Pavlovagyrans_raw_001_011_F11.csv,,reference workbook missing from local extraction,True,True,False,1,11,F11,F2-STD,STD,Pavlova gyrans,2026-02-26T00:00:00Z,EEM trial,48,0.1696,96plate,raw,STD,False,,,,,,False,No quantitative HPLC reference table found in current folder,EG,True,False,,,,,,,,,,,,,,,,,,,,,,,,5441.392694,187001.000000,6589.482759,187001.000000,0.130952,0.690476,,7316.000000,,1450.000000,542.000000,424.000000,non_numeric_treatment,,,
Pavlovagyrans,1,11,F2,Plate,True,False,False,EEM only,C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\EEM\EEM_EG_Pavlovagyrans_raw_001_011_F2.csv,,reference workbook missing from local extraction,True,True,False,1,11,F2,F2-N1,N1,Pavlova gyrans,2026-02-26T00:00:00Z,EEM trial,48,0.1595,96plate,raw,N1,True,31.03.2026,450,1,,,False,No quantitative HPLC reference table found in current folder,EG,True,False,,,,,,,,,,,,,,,,,,,,,,,,30272.140909,5516714.000000,6436.942529,173787.000000,0.126984,0.690476,,7156.000000,,1538.000000,537.000000,405.000000,non_numeric_treatment,,,
Pavlovagyrans,1,11,F3,Plate,True,False,False,EEM only,C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\EEM\EEM_EG_Pavlovagyrans_raw_001_011_F3.csv,,reference workbook missing from local extraction,True,True,False,1,11,F3,F2-N3,N3,Pavlova gyrans,2026-02-26T00:00:00Z,EEM trial,48,0.1608,96plate,raw,N3,True,31.03.2026,450,1,,,False,No quantitative HPLC reference table found in current folder,EG,True,False,,,,,,,,,,,,,,,,,,,,,,,,31644.486364,5812697.000000,6466.528736,169080.000000,0.126984,0.690476,,7664.000000,,1456.000000,566.000000,407.000000,non_numeric_treatment,,,
Pavlovagyrans,1,11,F4,Plate,True,False,False,EEM only,C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\EEM\EEM_EG_Pavlovagyrans_raw_001_011_F4.csv,,reference workbook missing from local extraction,True,True,False,1,11,F4,F2-N5,N5,Pavlova gyrans,2026-02-26T00:00:00Z,EEM trial,48,0.15459999999999999,96plate,raw,N5,True,31.03.2026,450,1,,,False,No quantitative HPLC reference table found in current folder,EG,True,False,,,,,,,,,,,,,,,,,,,,,,,,33856.222727,6332917.000000,6258.597701,169728.000000,0.126984,0.690476,,7409.000000,,1535.000000,554.000000,411.000000,non_numeric_treatment,,,
Pavlovagyrans,1,11,F5,Plate,True,False,False,EEM only,C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\EEM\EEM_EG_Pavlovagyrans_raw_001_011_F5.csv,,reference workbook missing from local extraction,True,True,False,1,11,F5,F2-N7,N7,Pavlova gyrans,2026-02-26T00:00:00Z,EEM trial,48,0.15210000000000001,96plate,raw,N7,True,31.03.2026,450,1,,,False,No quantitative HPLC reference table found in current folder,EG,True,False,,,,,,,,,,,,,,,,,,,,,,,,35103.259091,6630765.000000,6113.908046,167528.000000,0.126984,0.690476,,7528.000000,,1451.000000,566.000000,408.000000,non_numeric_treatment,,,
